"Date_reported","Country_code","Country","New_cases"
2022-11-09,"IT","Italy",38905
2022-11-10,"IT","Italy",28172
2022-11-11,"IT","Italy",28196
2022-11-12,"IT","Italy",27233
2022-11-13,"IT","Italy",27768
2022-11-14,"IT","Italy",22801
2022-11-15,"IT","Italy",11313
2022-11-16,"IT","Italy",47334
2022-11-17,"IT","Italy",36187
2022-11-18,"IT","Italy",35710
2022-11-19,"IT","Italy",34830
2022-11-20,"IT","Italy",32838
2022-11-21,"IT","Italy",25955
2022-11-22,"IT","Italy",12671
2022-11-23,"IT","Italy",50281
2022-11-24,"IT","Italy",35640
2022-11-25,"IT","Italy",36907
2022-11-26,"IT","Italy",34596
2022-11-27,"IT","Italy",32408
2022-11-28,"IT","Italy",23956
2022-11-29,"IT","Italy",12266
2022-11-30,"IT","Italy",50620
2022-12-01,"IT","Italy",36977
2022-12-02,"IT","Italy",36597
2022-12-03,"IT","Italy",33849
2022-12-04,"IT","Italy",33527
2022-12-05,"IT","Italy",25414
2022-12-06,"IT","Italy",12547
2022-12-07,"IT","Italy",49463
2022-12-08,"IT","Italy",35365
2022-12-09,"IT","Italy",31159
2022-12-10,"IT","Italy",11106
2022-12-11,"IT","Italy",33379
2022-12-12,"IT","Italy",23241
2022-12-13,"IT","Italy",11654
2022-12-14,"IT","Italy",42457
2022-12-15,"IT","Italy",27870
2022-12-16,"IT","Italy",24923
2022-12-17,"IT","Italy",23074
2022-12-18,"IT","Italy",20968
2022-12-19,"IT","Italy",16266
2022-12-20,"IT","Italy",8545
2022-12-21,"IT","Italy",28475
2022-12-22,"IT","Italy",20680
2022-12-23,"IT","Italy",19564
2022-12-24,"IT","Italy",19132
2022-12-25,"IT","Italy",19765
2022-12-26,"IT","Italy",15974
2022-12-27,"IT","Italy",4528
2022-12-28,"IT","Italy",8322
2022-12-29,"IT","Italy",29761
2022-12-30,"IT","Italy",24617
2022-12-31,"IT","Italy",24733
2023-01-01,"IT","Italy",24393
2023-01-02,"IT","Italy",17240
2023-01-03,"IT","Italy",5430
2023-01-04,"IT","Italy",27102
2023-01-05,"IT","Italy",19205
2023-01-06,"IT","Italy",17874
2023-01-07,"IT","Italy",16494
2023-01-08,"IT","Italy",4967
2023-01-09,"IT","Italy",13425
2023-01-10,"IT","Italy",5620
2023-01-11,"IT","Italy",20616
2023-01-12,"IT","Italy",12120
2023-01-13,"IT","Italy",10818
2023-01-14,"IT","Italy",9082
2023-01-15,"IT","Italy",8064
2023-01-16,"IT","Italy",5814
2023-01-17,"IT","Italy",3038
2023-01-18,"IT","Italy",11219
2023-01-19,"IT","Italy",7618
2023-01-20,"IT","Italy",7053
2023-01-21,"IT","Italy",6703
2023-01-22,"IT","Italy",5745
2023-01-23,"IT","Italy",3720
2023-01-24,"IT","Italy",2499
2023-01-25,"IT","Italy",8061
2023-01-26,"IT","Italy",5900
2023-01-27,"IT","Italy",5531
2023-01-28,"IT","Italy",4974
2023-01-29,"IT","Italy",6037
2023-01-30,"IT","Italy",3443
2023-01-31,"IT","Italy",1827
2023-02-01,"IT","Italy",7297
2023-02-02,"IT","Italy",5243
2023-02-03,"IT","Italy",5556
2023-02-04,"IT","Italy",4675
2023-02-05,"IT","Italy",4710
2023-02-06,"IT","Italy",3487
2023-02-07,"IT","Italy",1800
2023-02-08,"IT","Italy",7120
2023-02-09,"IT","Italy",4706
2023-02-10,"IT","Italy",4403
2023-02-11,"IT","Italy",3961
2023-02-12,"IT","Italy",3809
2023-02-13,"IT","Italy",2835
2023-02-14,"IT","Italy",1579
2023-02-15,"IT","Italy",6733
2023-02-16,"IT","Italy",4833
2023-02-17,"IT","Italy",4597
2023-02-18,"IT","Italy",4374
2023-02-19,"IT","Italy",4195
2023-02-20,"IT","Italy",3077
2023-02-21,"IT","Italy",1613
2023-02-22,"IT","Italy",6798
2023-02-23,"IT","Italy",4661
2023-02-24,"IT","Italy",4720
2023-02-25,"IT","Italy",4414
2023-02-26,"IT","Italy",3894
2023-02-27,"IT","Italy",2839
2023-02-28,"IT","Italy",1494
2023-03-01,"IT","Italy",5892
2023-03-02,"IT","Italy",4628
2023-03-03,"IT","Italy",3497
2023-03-04,"IT","Italy",3521
2023-03-05,"IT","Italy",3262
2023-03-06,"IT","Italy",2316
2023-03-07,"IT","Italy",1419
2023-03-08,"IT","Italy",5684
2023-03-09,"IT","Italy",3932
2023-03-10,"IT","Italy",3829
2023-03-11,"IT","Italy",3597
2023-03-12,"IT","Italy",3372
2023-03-13,"IT","Italy",2511
2023-03-14,"IT","Italy",1378
2023-03-15,"IT","Italy",5470
2023-03-16,"IT","Italy",3921
2023-03-17,"IT","Italy",3483
2023-03-18,"IT","Italy",3285
2023-03-19,"IT","Italy",2993
2023-03-20,"IT","Italy",2163
2023-03-21,"IT","Italy",1178
2023-03-22,"IT","Italy",5182
2023-03-23,"IT","Italy",3859
2023-03-24,"IT","Italy",3577
2023-03-25,"IT","Italy",3347
2023-03-26,"IT","Italy",3359
2023-03-27,"IT","Italy",2068
2023-03-28,"IT","Italy",1229
2023-03-29,"IT","Italy",5015
2023-03-30,"IT","Italy",3595
2023-03-31,"IT","Italy",3256
2023-04-01,"IT","Italy",3002
2023-04-02,"IT","Italy",2834
2023-04-03,"IT","Italy",2136
2023-04-04,"IT","Italy",1219
2023-04-05,"IT","Italy",4710
2023-04-06,"IT","Italy",3295
2023-04-07,"IT","Italy",2877
2023-04-08,"IT","Italy",3000
2023-04-09,"IT","Italy",2670
2023-04-10,"IT","Italy",2194
2023-04-11,"IT","Italy",898
2023-04-12,"IT","Italy",1445
2023-04-13,"IT","Italy",6706
2023-04-14,"IT","Italy",4873
2023-04-15,"IT","Italy",4322
2023-04-16,"IT","Italy",4308
2023-04-17,"IT","Italy",2836
2023-04-18,"IT","Italy",1498
2023-04-19,"IT","Italy",6004
2023-04-20,"IT","Italy",4867
2023-04-21,"IT","Italy",4214
2023-04-22,"IT","Italy",3766
2023-04-23,"IT","Italy",3474
2023-04-24,"IT","Italy",2614
2023-04-25,"IT","Italy",1306
2023-04-26,"IT","Italy",4857
2023-04-27,"IT","Italy",1578
2023-04-28,"IT","Italy",5573
2023-04-29,"IT","Italy",3808
2023-04-30,"IT","Italy",3314
2023-05-01,"IT","Italy",2311
2023-05-02,"IT","Italy",1179
2023-05-03,"IT","Italy",1472
2023-05-04,"IT","Italy",5157
2023-05-05,"IT","Italy",3580
2023-05-06,"IT","Italy",3416
2023-05-07,"IT","Italy",2779
2023-05-08,"IT","Italy",1974
2023-05-09,"IT","Italy",1096
2023-05-10,"IT","Italy",4205
2023-05-11,"IT","Italy",2982
2023-05-12,"IT","Italy",2592
2023-05-13,"IT","Italy",2191
2023-05-14,"IT","Italy",2070
2023-05-15,"IT","Italy",1382
2023-05-16,"IT","Italy",705
2023-05-17,"IT","Italy",2965
2023-05-18,"IT","Italy",2754
2023-05-19,"IT","Italy",2276
2023-05-20,"IT","Italy",2060
2023-05-21,"IT","Italy",2021
2023-05-22,"IT","Italy",1515
2023-05-23,"IT","Italy",869
2023-05-24,"IT","Italy",3490
2023-05-25,"IT","Italy",2608
2023-05-26,"IT","Italy",2414
2023-05-27,"IT","Italy",2194
2023-05-28,"IT","Italy",2046
2023-05-29,"IT","Italy",1482
2023-05-30,"IT","Italy",800
2023-05-31,"IT","Italy",2858
2023-06-01,"IT","Italy",2058
2023-06-02,"IT","Italy",1823
2023-06-03,"IT","Italy",1332
2023-06-04,"IT","Italy",630
2023-06-05,"IT","Italy",1185
2023-06-06,"IT","Italy",732
2023-06-07,"IT","Italy",2399
2023-06-08,"IT","Italy",1496
2023-06-09,"IT","Italy",1377
2023-06-10,"IT","Italy",1178
2023-06-11,"IT","Italy",1134
2023-06-12,"IT","Italy",820
2023-06-13,"IT","Italy",455
2023-06-14,"IT","Italy",1728
2023-06-15,"IT","Italy",1152
2023-06-16,"IT","Italy",993
2023-06-17,"IT","Italy",913
2023-06-18,"IT","Italy",869
2023-06-19,"IT","Italy",587
2023-06-20,"IT","Italy",297
2023-06-21,"IT","Italy",1416
2023-06-22,"IT","Italy",816
2023-06-23,"IT","Italy",759
2023-06-24,"IT","Italy",731
2023-06-25,"IT","Italy",686
2023-06-26,"IT","Italy",528
2023-06-27,"IT","Italy",381
2023-06-28,"IT","Italy",1002
2023-06-29,"IT","Italy",689
2023-06-30,"IT","Italy",683
2023-07-01,"IT","Italy",585
2023-07-02,"IT","Italy",562
2023-07-03,"IT","Italy",391
2023-07-04,"IT","Italy",195
2023-07-05,"IT","Italy",810
2023-07-06,"IT","Italy",610
2023-07-07,"IT","Italy",575
2023-07-08,"IT","Italy",469
2023-07-09,"IT","Italy",486
2023-07-10,"IT","Italy",402
2023-07-11,"IT","Italy",198
2023-07-12,"IT","Italy",802
2023-07-13,"IT","Italy",514
2023-07-14,"IT","Italy",551
2023-07-15,"IT","Italy",508
2023-07-16,"IT","Italy",430
2023-07-17,"IT","Italy",317
2023-07-18,"IT","Italy",200
2023-07-19,"IT","Italy",842
2023-07-20,"IT","Italy",538
2023-07-21,"IT","Italy",567
2023-07-22,"IT","Italy",545
2023-07-23,"IT","Italy",563
2023-07-24,"IT","Italy",373
2023-07-25,"IT","Italy",231
2023-07-26,"IT","Italy",1010
2023-07-27,"IT","Italy",717
2023-07-28,"IT","Italy",689
2023-07-29,"IT","Italy",706
2023-07-30,"IT","Italy",655
2023-07-31,"IT","Italy",553
2023-08-01,"IT","Italy",276
2023-08-02,"IT","Italy",1395
2023-08-03,"IT","Italy",1095
2023-08-04,"IT","Italy",1092
2023-08-05,"IT","Italy",983
2023-08-06,"IT","Italy",958
2023-08-07,"IT","Italy",524
2023-08-08,"IT","Italy",421
2023-08-09,"IT","Italy",1269
2023-08-10,"IT","Italy",941
2023-08-11,"IT","Italy",959
2023-08-12,"IT","Italy",955
2023-08-13,"IT","Italy",1002
2023-08-14,"IT","Italy",689
2023-08-15,"IT","Italy",475
2023-08-16,"IT","Italy",1421
2023-08-17,"IT","Italy",388
2023-08-18,"IT","Italy",1694
2023-08-19,"IT","Italy",1433
2023-08-20,"IT","Italy",1591
2023-08-21,"IT","Italy",1256
2023-08-22,"IT","Italy",635
2023-08-23,"IT","Italy",2793
2023-08-24,"IT","Italy",2200
2023-08-25,"IT","Italy",1938
2023-08-26,"IT","Italy",2158
2023-08-27,"IT","Italy",1968
2023-08-28,"IT","Italy",1485
2023-08-29,"IT","Italy",867
2023-08-30,"IT","Italy",3744
2023-08-31,"IT","Italy",2703
2023-09-01,"IT","Italy",2847
2023-09-02,"IT","Italy",2709
2023-09-03,"IT","Italy",2758
2023-09-04,"IT","Italy",2124
2023-09-05,"IT","Italy",1203
2023-09-06,"IT","Italy",5546
2023-09-07,"IT","Italy",4122
2023-09-08,"IT","Italy",3974
2023-09-09,"IT","Italy",3926
2023-09-10,"IT","Italy",3835
2023-09-11,"IT","Italy",3066
2023-09-12,"IT","Italy",1548
2023-09-13,"IT","Italy",8510
2023-09-14,"IT","Italy",5918
2023-09-15,"IT","Italy",5574
2023-09-16,"IT","Italy",5083
2023-09-17,"IT","Italy",5028
2023-09-18,"IT","Italy",3625
2023-09-19,"IT","Italy",1758
2023-09-20,"IT","Italy",8707
2023-09-21,"IT","Italy",6306
2023-09-22,"IT","Italy",6078
2023-09-23,"IT","Italy",5633
2023-09-24,"IT","Italy",5417
2023-09-25,"IT","Italy",4473
2023-09-26,"IT","Italy",1875
2023-09-27,"IT","Italy",8834
2023-09-28,"IT","Italy",6465
2023-09-29,"IT","Italy",6656
2023-09-30,"IT","Italy",6594
2023-10-01,"IT","Italy",4905
2023-10-02,"IT","Italy",5304
2023-10-03,"IT","Italy",1971
2023-10-04,"IT","Italy",11363
2023-10-05,"IT","Italy",7354
2023-10-06,"IT","Italy",6965
2023-10-07,"IT","Italy",6575
2023-10-08,"IT","Italy",6116
2023-10-09,"IT","Italy",3977
2023-10-10,"IT","Italy",1793
2023-10-11,"IT","Italy",9320
2023-10-12,"IT","Italy",6874
2023-10-13,"IT","Italy",6208
2023-10-14,"IT","Italy",5148
2023-10-15,"IT","Italy",4851
2023-10-16,"IT","Italy",3153
2023-10-17,"IT","Italy",2324
2023-10-18,"IT","Italy",7577
2023-10-19,"IT","Italy",4580
2023-10-20,"IT","Italy",4286
2023-10-21,"IT","Italy",4049
2023-10-22,"IT","Italy",3964
2023-10-23,"IT","Italy",2638
2023-10-24,"IT","Italy",1342
2023-10-25,"IT","Italy",7075
2023-10-26,"IT","Italy",4570
2023-10-27,"IT","Italy",4444
2023-10-28,"IT","Italy",4188
2023-10-29,"IT","Italy",4183
2023-10-30,"IT","Italy",2646
2023-10-31,"IT","Italy",1368
2023-11-01,"IT","Italy",6445
2023-11-02,"IT","Italy",4097
2023-11-03,"IT","Italy",1359
2023-11-04,"IT","Italy",5387
2023-11-05,"IT","Italy",3980
2023-11-06,"IT","Italy",2706
2023-11-07,"IT","Italy",1357
2023-11-08,"IT","Italy",7311
2023-11-09,"IT","Italy",4755
2023-11-10,"IT","Italy",5128
2023-11-11,"IT","Italy",4304
2023-11-12,"IT","Italy",4477
2023-11-13,"IT","Italy",3092
2023-11-14,"IT","Italy",1585
2023-11-15,"IT","Italy",8952
2023-11-16,"IT","Italy",6776
2023-11-17,"IT","Italy",0
2023-11-18,"IT","Italy",0
2023-11-19,"IT","Italy",0
2023-11-20,"IT","Italy",0
2023-11-21,"IT","Italy",0
2023-11-22,"IT","Italy",0
2023-11-23,"IT","Italy",0
2023-11-24,"IT","Italy",0
2023-11-25,"IT","Italy",0
2023-11-26,"IT","Italy",0
2023-11-27,"IT","Italy",0
2023-11-28,"IT","Italy",0
2023-11-29,"IT","Italy",0
2023-11-30,"IT","Italy",0
2023-12-01,"IT","Italy",0
2023-12-02,"IT","Italy",0
2023-12-03,"IT","Italy",0
2023-12-04,"IT","Italy",0
2023-12-05,"IT","Italy",0
2023-12-06,"IT","Italy",0
