Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2021-09-23,IT,Italy,EURO,3963,4645853,67,130488
2021-09-24,IT,Italy,EURO,4053,4649906,63,130551
2021-09-25,IT,Italy,EURO,3790,4653696,52,130603
2021-09-26,IT,Italy,EURO,3519,4657215,50,130653
2021-09-27,IT,Italy,EURO,3099,4660314,44,130697
2021-09-28,IT,Italy,EURO,1773,4662087,45,130742
2021-09-29,IT,Italy,EURO,2962,4665049,65,130807
2021-09-30,IT,Italy,EURO,3212,4668261,63,130870
2021-10-01,IT,Italy,EURO,4094,4672355,51,130921
2021-10-02,IT,Italy,EURO,3403,4675758,52,130973
2021-10-03,IT,Italy,EURO,3309,4679067,25,130998
2021-10-04,IT,Italy,EURO,2967,4682034,33,131031
2021-10-05,IT,Italy,EURO,1612,4683646,37,131068
2021-10-06,IT,Italy,EURO,2463,4686109,50,131118
2021-10-07,IT,Italy,EURO,3232,4689341,39,131157
2021-10-08,IT,Italy,EURO,2933,4692274,41,131198
2021-10-09,IT,Italy,EURO,3017,4695291,30,131228
2021-10-10,IT,Italy,EURO,2747,4698038,46,131274
2021-10-11,IT,Italy,EURO,2278,4700316,27,131301
2021-10-12,IT,Italy,EURO,1516,4701832,34,131335
2021-10-13,IT,Italy,EURO,2486,4704318,49,131384
2021-10-14,IT,Italy,EURO,2769,4707087,37,131421
2021-10-15,IT,Italy,EURO,2666,4709753,40,131461
2021-10-16,IT,Italy,EURO,2729,4712482,42,131503
2021-10-17,IT,Italy,EURO,2982,4715464,14,131517
2021-10-18,IT,Italy,EURO,2435,4717899,24,131541
2021-10-19,IT,Italy,EURO,1594,4719493,44,131585
2021-10-20,IT,Italy,EURO,2695,4722188,70,131655
2021-10-21,IT,Italy,EURO,3699,4725887,33,131688
2021-10-22,IT,Italy,EURO,3791,4729678,36,131724
2021-10-23,IT,Italy,EURO,3879,4733557,39,131763
2021-10-24,IT,Italy,EURO,3905,4737462,39,131802
2021-10-25,IT,Italy,EURO,3723,4741185,24,131826
2021-10-26,IT,Italy,EURO,2535,4743720,30,131856
2021-10-27,IT,Italy,EURO,4053,4747773,48,131904
2021-10-28,IT,Italy,EURO,4595,4752368,50,131954
2021-10-29,IT,Italy,EURO,4863,4757231,50,132004
2021-10-30,IT,Italy,EURO,5332,4762563,33,132037
2021-10-31,IT,Italy,EURO,4877,4767440,37,132074
2021-11-01,IT,Italy,EURO,4525,4771965,26,132100
2021-11-02,IT,Italy,EURO,2818,4774783,20,132120
2021-11-03,IT,Italy,EURO,2831,4777614,41,132161
2021-11-04,IT,Italy,EURO,5188,4782802,63,132224
2021-11-05,IT,Italy,EURO,5902,4788704,59,132283
2021-11-06,IT,Italy,EURO,6761,4795465,51,132334
2021-11-07,IT,Italy,EURO,6760,4802225,31,132365
2021-11-08,IT,Italy,EURO,5822,4808047,20,132385
2021-11-09,IT,Italy,EURO,4547,4812594,38,132423
2021-11-10,IT,Italy,EURO,6111,4818705,68,132491
2021-11-11,IT,Italy,EURO,8033,4826738,60,132551
2021-11-12,IT,Italy,EURO,8697,4835435,67,132618
2021-11-13,IT,Italy,EURO,8522,4843957,68,132686
2021-11-14,IT,Italy,EURO,8539,4852496,53,132739
2021-11-15,IT,Italy,EURO,7565,4860061,36,132775
2021-11-16,IT,Italy,EURO,5199,4865260,44,132819
2021-11-17,IT,Italy,EURO,7815,4873075,74,132893
2021-11-18,IT,Italy,EURO,10167,4883242,72,132965
2021-11-19,IT,Italy,EURO,10645,4893887,69,133034
2021-11-20,IT,Italy,EURO,10554,4904441,48,133082
2021-11-21,IT,Italy,EURO,11540,4915981,49,133131
2021-11-22,IT,Italy,EURO,9707,4925688,46,133177
2021-11-23,IT,Italy,EURO,6403,4932091,70,133247
2021-11-24,IT,Italy,EURO,10044,4942135,83,133330
2021-11-25,IT,Italy,EURO,12450,4954585,85,133415
2021-11-26,IT,Italy,EURO,13756,4968341,71,133486
2021-11-27,IT,Italy,EURO,13681,4982022,51,133537
2021-11-28,IT,Italy,EURO,12869,4994891,90,133627
2021-11-29,IT,Italy,EURO,12927,5007818,47,133674
2021-11-30,IT,Italy,EURO,7972,5015790,65,133739
2021-12-01,IT,Italy,EURO,12757,5028547,89,133828
2021-12-02,IT,Italy,EURO,15073,5043620,103,133931
2021-12-03,IT,Italy,EURO,16810,5060430,72,134003
2021-12-04,IT,Italy,EURO,17015,5077445,74,134077
2021-12-05,IT,Italy,EURO,16627,5094072,75,134152
2021-12-06,IT,Italy,EURO,15010,5109082,43,134195
2021-12-07,IT,Italy,EURO,9494,5118576,92,134287
2021-12-08,IT,Italy,EURO,15742,5134318,99,134386
2021-12-09,IT,Italy,EURO,17946,5152264,86,134472
2021-12-10,IT,Italy,EURO,12516,5164780,79,134551
2021-12-11,IT,Italy,EURO,20490,5185270,118,134669
2021-12-12,IT,Italy,EURO,21035,5206305,96,134765
2021-12-13,IT,Italy,EURO,19212,5225517,66,134831
2021-12-14,IT,Italy,EURO,12704,5238221,98,134929
2021-12-15,IT,Italy,EURO,20665,5258886,120,135049
2021-12-16,IT,Italy,EURO,23190,5282076,129,135178
2021-12-17,IT,Italy,EURO,26104,5308180,123,135301
2021-12-18,IT,Italy,EURO,28615,5336795,120,135421
2021-12-19,IT,Italy,EURO,28057,5364852,123,135544
2021-12-20,IT,Italy,EURO,24303,5389155,97,135641
2021-12-21,IT,Italy,EURO,16205,5405360,137,135778
2021-12-22,IT,Italy,EURO,30783,5436143,153,135931
2021-12-23,IT,Italy,EURO,36326,5472469,146,136077
2021-12-24,IT,Italy,EURO,44585,5517054,168,136245
2021-12-25,IT,Italy,EURO,50590,5567644,141,136386
2021-12-26,IT,Italy,EURO,54787,5622431,144,136530
2021-12-27,IT,Italy,EURO,24882,5647313,81,136611
2021-12-28,IT,Italy,EURO,30799,5678112,142,136753
2021-12-29,IT,Italy,EURO,78300,5756412,190,136943
2021-12-30,IT,Italy,EURO,98016,5854428,148,137091
2021-12-31,IT,Italy,EURO,127000,5981428,156,137247
2022-01-01,IT,Italy,EURO,144255,6125683,155,137402
2022-01-02,IT,Italy,EURO,141352,6267035,111,137513
2022-01-03,IT,Italy,EURO,61041,6328076,133,137646
2022-01-04,IT,Italy,EURO,68034,6396110,140,137786
2022-01-05,IT,Italy,EURO,170837,6566947,259,138045
2022-01-06,IT,Italy,EURO,189088,6756035,231,138276
2022-01-07,IT,Italy,EURO,219430,6975465,198,138474
2022-01-08,IT,Italy,EURO,108297,7083762,223,138697
2022-01-09,IT,Italy,EURO,197535,7281297,184,138881
2022-01-10,IT,Italy,EURO,155642,7436939,157,139038
2022-01-11,IT,Italy,EURO,117405,7554344,227,139265
2022-01-12,IT,Italy,EURO,220519,7774863,294,139559
2022-01-13,IT,Italy,EURO,196205,7971068,313,139872
2022-01-14,IT,Italy,EURO,184577,8155645,316,140188
2022-01-15,IT,Italy,EURO,200869,8356514,360,140548
2022-01-16,IT,Italy,EURO,192936,8549450,308,140856
2022-01-17,IT,Italy,EURO,157465,8706915,248,141104
2022-01-18,IT,Italy,EURO,83387,8790302,287,141391
2022-01-19,IT,Italy,EURO,228123,9018425,434,141825
2022-01-20,IT,Italy,EURO,200966,9219391,380,142205
2022-01-21,IT,Italy,EURO,198865,9418256,385,142590
2022-01-22,IT,Italy,EURO,185600,9603856,373,142963
2022-01-23,IT,Italy,EURO,177335,9781191,333,143296
2022-01-24,IT,Italy,EURO,142487,9923678,227,143523
2022-01-25,IT,Italy,EURO,77666,10001344,352,143875
2022-01-26,IT,Italy,EURO,215051,10216395,469,144344
2022-01-27,IT,Italy,EURO,167166,10383561,426,144770
2022-01-28,IT,Italy,EURO,156040,10539601,389,145159
2022-01-29,IT,Italy,EURO,144347,10683948,378,145537
2022-01-30,IT,Italy,EURO,137427,10821375,377,145914
2022-01-31,IT,Italy,EURO,104110,10925485,235,146149
2022-02-01,IT,Italy,EURO,57631,10983116,349,146498
2022-02-02,IT,Italy,EURO,133306,11116422,427,146925
2022-02-03,IT,Italy,EURO,119323,11235745,395,147320
2022-02-04,IT,Italy,EURO,112956,11348701,414,147734
2022-02-05,IT,Italy,EURO,100900,11449601,433,148167
2022-02-06,IT,Italy,EURO,93192,11542793,375,148542
2022-02-07,IT,Italy,EURO,78943,11621736,229,148771
2022-02-08,IT,Italy,EURO,41602,11663338,326,149097
2022-02-09,IT,Italy,EURO,102429,11765767,415,149512
2022-02-10,IT,Italy,EURO,81669,11847436,384,149896
2022-02-11,IT,Italy,EURO,76195,11923631,325,150221
2022-02-12,IT,Italy,EURO,67478,11991109,334,150555
2022-02-13,IT,Italy,EURO,62221,12053330,269,150824
2022-02-14,IT,Italy,EURO,52345,12105675,191,151015
2022-02-15,IT,Italy,EURO,28776,12134451,281,151296
2022-02-16,IT,Italy,EURO,71023,12205474,388,151684
2022-02-17,IT,Italy,EURO,59869,12265343,278,151962
2022-02-18,IT,Italy,EURO,58055,12323398,320,152282
2022-02-19,IT,Italy,EURO,53700,12377098,314,152596
2022-02-20,IT,Italy,EURO,50675,12427773,252,152848
2022-02-21,IT,Italy,EURO,42202,12469975,141,152989
2022-02-22,IT,Italy,EURO,24484,12494459,201,153190
2022-02-23,IT,Italy,EURO,60137,12554596,322,153512
2022-02-24,IT,Italy,EURO,49162,12603758,252,153764
2022-02-25,IT,Italy,EURO,47493,12651251,249,154013
2022-02-26,IT,Italy,EURO,42069,12693320,193,154206
2022-02-27,IT,Italy,EURO,39360,12732680,210,154416
2022-02-28,IT,Italy,EURO,31878,12764558,144,154560
2022-03-01,IT,Italy,EURO,18278,12782836,207,154767
2022-03-02,IT,Italy,EURO,47136,12829972,233,155000
2022-03-03,IT,Italy,EURO,37946,12867918,214,155214
2022-03-04,IT,Italy,EURO,42588,12910506,185,155399
2022-03-05,IT,Italy,EURO,38353,12948859,210,155609
2022-03-06,IT,Italy,EURO,41364,12990223,173,155782
2022-03-07,IT,Italy,EURO,35889,13026112,105,155887
2022-03-08,IT,Italy,EURO,22662,13048774,130,156017
2022-03-09,IT,Italy,EURO,60753,13109527,184,156201
2022-03-10,IT,Italy,EURO,49815,13159342,156,156357
2022-03-11,IT,Italy,EURO,55156,13214498,136,156493
2022-03-12,IT,Italy,EURO,53961,13268459,156,156649
2022-03-13,IT,Italy,EURO,54669,13323128,133,156782
2022-03-14,IT,Italy,EURO,50079,13373207,86,156868
2022-03-15,IT,Italy,EURO,29698,13402905,129,156997
2022-03-16,IT,Italy,EURO,86414,13489319,180,157177
2022-03-17,IT,Italy,EURO,74147,13563466,137,157314
2022-03-18,IT,Italy,EURO,82368,13645834,128,157442
2022-03-19,IT,Italy,EURO,78577,13724411,165,157607
2022-03-20,IT,Italy,EURO,75768,13800179,85,157692
2022-03-21,IT,Italy,EURO,61564,13861743,93,157785
2022-03-22,IT,Italy,EURO,33445,13895188,119,157904
2022-03-23,IT,Italy,EURO,96904,13992092,197,158101
2022-03-24,IT,Italy,EURO,78358,14070450,153,158254
2022-03-25,IT,Italy,EURO,82648,14153098,182,158436
2022-03-26,IT,Italy,EURO,76397,14229495,146,158582
2022-03-27,IT,Italy,EURO,74616,14304111,118,158700
2022-03-28,IT,Italy,EURO,60612,14364723,82,158782
2022-03-29,IT,Italy,EURO,31560,14396283,95,158877
2022-03-30,IT,Italy,EURO,100296,14496579,177,159054
2022-03-31,IT,Italy,EURO,71411,14567990,170,159224
2022-04-01,IT,Italy,EURO,74364,14642354,159,159383
2022-04-02,IT,Italy,EURO,77040,14719394,154,159537
2022-04-03,IT,Italy,EURO,71412,14790806,129,159666
2022-04-04,IT,Italy,EURO,55009,14845815,118,159784
2022-04-05,IT,Italy,EURO,31329,14877144,125,159909
2022-04-06,IT,Italy,EURO,88914,14966058,194,160103
2022-04-07,IT,Italy,EURO,69885,15035943,149,160252
2022-04-08,IT,Italy,EURO,70123,15106066,150,160402
2022-04-09,IT,Italy,EURO,67641,15173707,144,160546
2022-04-10,IT,Italy,EURO,64421,15238128,112,160658
2022-04-11,IT,Italy,EURO,53920,15292048,90,160748
2022-04-12,IT,Italy,EURO,28705,15320753,115,160863
2022-04-13,IT,Italy,EURO,84056,15404809,169,161032
2022-04-14,IT,Italy,EURO,62586,15467395,155,161187
2022-04-15,IT,Italy,EURO,65617,15533012,149,161336
2022-04-16,IT,Italy,EURO,62290,15595302,133,161469
2022-04-17,IT,Italy,EURO,64533,15659835,133,161602
2022-04-18,IT,Italy,EURO,52253,15712088,85,161687
2022-04-19,IT,Italy,EURO,18588,15730676,79,161766
2022-04-20,IT,Italy,EURO,27326,15758002,127,161893
2022-04-21,IT,Italy,EURO,100440,15858442,205,162098
2022-04-22,IT,Italy,EURO,75995,15934437,166,162264
2022-04-23,IT,Italy,EURO,73744,16008181,202,162466
2022-04-24,IT,Italy,EURO,71028,16079209,143,162609
2022-04-25,IT,Italy,EURO,56848,16136057,79,162688
2022-04-26,IT,Italy,EURO,25282,16161339,93,162781
2022-04-27,IT,Italy,EURO,29984,16191323,146,162927
2022-04-28,IT,Italy,EURO,88431,16279754,186,163113
2022-04-29,IT,Italy,EURO,70034,16349788,131,163244
2022-04-30,IT,Italy,EURO,59395,16409183,133,163377
2022-05-01,IT,Italy,EURO,54017,16463200,130,163507
2022-05-02,IT,Italy,EURO,41591,16504791,105,163612
2022-05-03,IT,Italy,EURO,19068,16523859,124,163736
2022-05-04,IT,Italy,EURO,62409,16586268,153,163889
2022-05-05,IT,Italy,EURO,47643,16633911,152,164041
2022-05-06,IT,Italy,EURO,48715,16682626,138,164179
2022-05-07,IT,Italy,EURO,44364,16726990,125,164304
2022-05-08,IT,Italy,EURO,40783,16767773,113,164417
2022-05-09,IT,Italy,EURO,31225,16798998,72,164489
2022-05-10,IT,Italy,EURO,17421,16816419,84,164573
2022-05-11,IT,Italy,EURO,56199,16872618,158,164731
2022-05-12,IT,Italy,EURO,42683,16915301,115,164846
2022-05-13,IT,Italy,EURO,39483,16954784,130,164976
2022-05-14,IT,Italy,EURO,39029,16993813,115,165091
2022-05-15,IT,Italy,EURO,36334,17030147,91,165182
2022-05-16,IT,Italy,EURO,27726,17057873,62,165244
2022-05-17,IT,Italy,EURO,13776,17071649,102,165346
2022-05-18,IT,Italy,EURO,44901,17116550,148,165494
2022-05-19,IT,Italy,EURO,30927,17147477,136,165630
2022-05-20,IT,Italy,EURO,30722,17178199,108,165738
2022-05-21,IT,Italy,EURO,26818,17205017,89,165827
2022-05-22,IT,Italy,EURO,24246,17229263,91,165918
2022-05-23,IT,Italy,EURO,18289,17247552,34,165952
2022-05-24,IT,Italy,EURO,10021,17257573,80,166032
2022-05-25,IT,Italy,EURO,31860,17289433,118,166150
2022-05-26,IT,Italy,EURO,22999,17312432,114,166264
2022-05-27,IT,Italy,EURO,22636,17335068,107,166371
2022-05-28,IT,Italy,EURO,20051,17355119,105,166476
2022-05-29,IT,Italy,EURO,18622,17373741,66,166542
2022-05-30,IT,Italy,EURO,15136,17388877,27,166569
2022-05-31,IT,Italy,EURO,7846,17396723,62,166631
2022-06-01,IT,Italy,EURO,24687,17421410,66,166697
2022-06-02,IT,Italy,EURO,18822,17440232,59,166756
2022-06-03,IT,Italy,EURO,17718,17457950,79,166835
2022-06-04,IT,Italy,EURO,9692,17467642,40,166875
2022-06-05,IT,Italy,EURO,22809,17490451,47,166922
2022-06-06,IT,Italy,EURO,15522,17505973,27,166949
2022-06-07,IT,Italy,EURO,8616,17514589,70,167019
2022-06-08,IT,Italy,EURO,28547,17543136,70,167089
2022-06-09,IT,Italy,EURO,22925,17566061,80,167169
2022-06-10,IT,Italy,EURO,23534,17589595,73,167242
2022-06-11,IT,Italy,EURO,22012,17611607,63,167305
2022-06-12,IT,Italy,EURO,22458,17634065,60,167365
2022-06-13,IT,Italy,EURO,19310,17653375,26,167391
2022-06-14,IT,Italy,EURO,10668,17664043,41,167432
2022-06-15,IT,Italy,EURO,39844,17703887,73,167505
2022-06-16,IT,Italy,EURO,32809,17736696,48,167553
2022-06-17,IT,Italy,EURO,37068,17773764,64,167617
2022-06-18,IT,Italy,EURO,36170,17809934,41,167658
2022-06-19,IT,Italy,EURO,34971,17844905,45,167703
2022-06-20,IT,Italy,EURO,34255,17879160,18,167721
2022-06-21,IT,Italy,EURO,16905,17896065,59,167780
2022-06-22,IT,Italy,EURO,63264,17959329,62,167842
2022-06-23,IT,Italy,EURO,54873,18014202,50,167892
2022-06-24,IT,Italy,EURO,57432,18071634,75,167967
2022-06-25,IT,Italy,EURO,56410,18128044,51,168018
2022-06-26,IT,Italy,EURO,56873,18184917,40,168058
2022-06-27,IT,Italy,EURO,49325,18234242,44,168102
2022-06-28,IT,Italy,EURO,25019,18259261,63,168165
2022-06-29,IT,Italy,EURO,84161,18343422,69,168234
2022-06-30,IT,Italy,EURO,95455,18438877,60,168294
2022-07-01,IT,Italy,EURO,84234,18523111,59,168353
2022-07-02,IT,Italy,EURO,86900,18610011,72,168425
2022-07-03,IT,Italy,EURO,85943,18695954,63,168488
2022-07-04,IT,Italy,EURO,72917,18768871,57,168545
2022-07-05,IT,Italy,EURO,36885,18805756,59,168604
2022-07-06,IT,Italy,EURO,133015,18938771,94,168698
2022-07-07,IT,Italy,EURO,110017,19048788,72,168770
2022-07-08,IT,Italy,EURO,108386,19157174,94,168864
2022-07-09,IT,Italy,EURO,101863,19259037,105,168969
2022-07-10,IT,Italy,EURO,98901,19357938,93,169062
2022-07-11,IT,Italy,EURO,81563,19439501,44,169106
2022-07-12,IT,Italy,EURO,83761,19523262,127,169233
2022-07-13,IT,Italy,EURO,144058,19667320,157,169390
2022-07-14,IT,Italy,EURO,111591,19778911,106,169496
2022-07-15,IT,Italy,EURO,108632,19887543,105,169601
2022-07-16,IT,Italy,EURO,97936,19985479,134,169735
2022-07-17,IT,Italy,EURO,91384,20076863,111,169846
2022-07-18,IT,Italy,EURO,68996,20145859,79,169925
2022-07-19,IT,Italy,EURO,32051,20177910,112,170037
2022-07-20,IT,Italy,EURO,121103,20299013,176,170213
2022-07-21,IT,Italy,EURO,86801,20385814,157,170370
2022-07-22,IT,Italy,EURO,81535,20467349,157,170527
2022-07-23,IT,Italy,EURO,71667,20539016,155,170682
2022-07-24,IT,Italy,EURO,69174,20608190,116,170798
2022-07-25,IT,Italy,EURO,51875,20660065,77,170875
2022-07-26,IT,Italy,EURO,24117,20684182,104,170979
2022-07-27,IT,Italy,EURO,88651,20772833,253,171232
2022-07-28,IT,Italy,EURO,64400,20837233,207,171439
2022-07-29,IT,Italy,EURO,60826,20898059,199,171638
2022-07-30,IT,Italy,EURO,54417,20952476,244,171882
2022-07-31,IT,Italy,EURO,50297,21002773,121,172003
2022-08-01,IT,Italy,EURO,37252,21040025,83,172086
2022-08-02,IT,Italy,EURO,19520,21059545,121,172207
2022-08-03,IT,Italy,EURO,65099,21124644,190,172397
2022-08-04,IT,Italy,EURO,45956,21170600,171,172568
2022-08-05,IT,Italy,EURO,42959,21213559,161,172729
2022-08-06,IT,Italy,EURO,38215,21251774,175,172904
2022-08-07,IT,Italy,EURO,34997,21286771,158,173062
2022-08-08,IT,Italy,EURO,26656,21313427,74,173136
2022-08-09,IT,Italy,EURO,11975,21325402,113,173249
2022-08-10,IT,Italy,EURO,43078,21368480,177,173426
2022-08-11,IT,Italy,EURO,31699,21400179,145,173571
2022-08-12,IT,Italy,EURO,28423,21428602,130,173701
2022-08-13,IT,Italy,EURO,26689,21455291,152,173853
2022-08-14,IT,Italy,EURO,24785,21480076,129,173982
2022-08-15,IT,Italy,EURO,19455,21499531,78,174060
2022-08-16,IT,Italy,EURO,9893,21509424,42,174102
2022-08-17,IT,Italy,EURO,8941,21518365,70,174172
2022-08-18,IT,Italy,EURO,36261,21554626,128,174300
2022-08-19,IT,Italy,EURO,27291,21581917,147,174447
2022-08-20,IT,Italy,EURO,24689,21606606,124,174571
2022-08-21,IT,Italy,EURO,24392,21630998,88,174659
2022-08-22,IT,Italy,EURO,19470,21650468,63,174722
2022-08-23,IT,Italy,EURO,10417,21660885,75,174797
2022-08-24,IT,Italy,EURO,35357,21696242,134,174931
2022-08-25,IT,Italy,EURO,25388,21721630,112,175043
2022-08-26,IT,Italy,EURO,23435,21745065,84,175127
2022-08-27,IT,Italy,EURO,21995,21767060,99,175226
2022-08-28,IT,Italy,EURO,21802,21788862,80,175306
2022-08-29,IT,Italy,EURO,17647,21806509,41,175347
2022-08-30,IT,Italy,EURO,8347,21814856,60,175407
2022-08-31,IT,Italy,EURO,31087,21845943,98,175505
2022-09-01,IT,Italy,EURO,21814,21867757,90,175595
2022-09-02,IT,Italy,EURO,20498,21888255,68,175663
2022-09-03,IT,Italy,EURO,19158,21907413,91,175754
2022-09-04,IT,Italy,EURO,17660,21925073,48,175802
2022-09-05,IT,Italy,EURO,13196,21938269,30,175832
2022-09-06,IT,Italy,EURO,6608,21944877,40,175872
2022-09-07,IT,Italy,EURO,24848,21969725,80,175952
2022-09-08,IT,Italy,EURO,17570,21987295,57,176009
2022-09-09,IT,Italy,EURO,17317,22004612,89,176098
2022-09-10,IT,Italy,EURO,15542,22020154,59,176157
2022-09-11,IT,Italy,EURO,15563,22035717,18,176175
2022-09-12,IT,Italy,EURO,12315,22048032,34,176209
2022-09-13,IT,Italy,EURO,6411,22054443,33,176242
2022-09-14,IT,Italy,EURO,23158,22077601,93,176335
2022-09-15,IT,Italy,EURO,18849,22096450,69,176404
2022-09-16,IT,Italy,EURO,17973,22114423,60,176464
2022-09-17,IT,Italy,EURO,17362,22131785,44,176508
2022-09-18,IT,Italy,EURO,17150,22148935,38,176546
2022-09-19,IT,Italy,EURO,12081,22161016,32,176578
2022-09-20,IT,Italy,EURO,8257,22169273,31,176609
2022-09-21,IT,Italy,EURO,28385,22197658,60,176669
2022-09-22,IT,Italy,EURO,21188,22218846,46,176715
2022-09-23,IT,Italy,EURO,22523,22241369,60,176775
2022-09-24,IT,Italy,EURO,21083,22262452,49,176824
2022-09-25,IT,Italy,EURO,22360,22284812,43,176867
2022-09-26,IT,Italy,EURO,18794,22303606,13,176880
2022-09-27,IT,Italy,EURO,10006,22313612,32,176912
2022-09-28,IT,Italy,EURO,44875,22358487,64,176976
2022-09-29,IT,Italy,EURO,36795,22395282,48,177024
2022-09-30,IT,Italy,EURO,37521,22432803,30,177054
2022-10-01,IT,Italy,EURO,34475,22467278,38,177092
2022-10-02,IT,Italy,EURO,33068,22500346,38,177130
2022-10-03,IT,Italy,EURO,28906,22529252,20,177150
2022-10-04,IT,Italy,EURO,13316,22542568,47,177197
2022-10-05,IT,Italy,EURO,60272,22602840,60,177257
2022-10-06,IT,Italy,EURO,45223,22648063,43,177300
2022-10-07,IT,Italy,EURO,44849,22692912,56,177356
2022-10-08,IT,Italy,EURO,44665,22737577,62,177418
2022-10-09,IT,Italy,EURO,43716,22781293,60,177478
2022-10-10,IT,Italy,EURO,34443,22815736,41,177519
2022-10-11,IT,Italy,EURO,15089,22830825,51,177570
2022-10-12,IT,Italy,EURO,65917,22896742,80,177650
2022-10-13,IT,Italy,EURO,47754,22944496,69,177719
2022-10-14,IT,Italy,EURO,45705,22990201,66,177785
2022-10-15,IT,Italy,EURO,40576,23030777,98,177883
2022-10-16,IT,Italy,EURO,38968,23069745,73,177956
2022-10-17,IT,Italy,EURO,30238,23099983,32,177988
2022-10-18,IT,Italy,EURO,14030,23114013,93,178081
2022-10-19,IT,Italy,EURO,58357,23172370,113,178194
2022-10-20,IT,Italy,EURO,41703,23214073,81,178275
2022-10-21,IT,Italy,EURO,40560,23254633,84,178359
2022-10-22,IT,Italy,EURO,36114,23290747,91,178450
2022-10-23,IT,Italy,EURO,31775,23322522,92,178542
2022-10-24,IT,Italy,EURO,25553,23348075,52,178594
2022-10-25,IT,Italy,EURO,11605,23359680,39,178633
2022-10-26,IT,Italy,EURO,48713,23408393,120,178753
2022-10-27,IT,Italy,EURO,35036,23443429,93,178846
2022-10-28,IT,Italy,EURO,31758,23475187,94,178940
2022-10-29,IT,Italy,EURO,29037,23504224,85,179025
2022-10-30,IT,Italy,EURO,26799,23531023,76,179101
2022-10-31,IT,Italy,EURO,18500,23549523,53,179154
2022-11-01,IT,Italy,EURO,7968,23557491,53,179207
2022-11-02,IT,Italy,EURO,31419,23588910,82,179289
2022-11-03,IT,Italy,EURO,14106,23603016,60,179349
2022-11-04,IT,Italy,EURO,38995,23642011,87,179436
2022-11-05,IT,Italy,EURO,28421,23670432,118,179554
2022-11-06,IT,Italy,EURO,26580,23697012,101,179655
2022-11-07,IT,Italy,EURO,20666,23717678,45,179700
2022-11-08,IT,Italy,EURO,10241,23727919,53,179753
2022-11-09,IT,Italy,EURO,38905,23766824,86,179839
2022-11-10,IT,Italy,EURO,28172,23794996,81,179920
2022-11-11,IT,Italy,EURO,28196,23823192,65,179985
2022-11-12,IT,Italy,EURO,27233,23850425,84,180069
2022-11-13,IT,Italy,EURO,27768,23878193,70,180139
2022-11-14,IT,Italy,EURO,22801,23900994,46,180185
2022-11-15,IT,Italy,EURO,11313,23912307,66,180251
2022-11-16,IT,Italy,EURO,47334,23959641,106,180357
2022-11-17,IT,Italy,EURO,36187,23995828,88,180445
2022-11-18,IT,Italy,EURO,35710,24031538,73,180518
2022-11-19,IT,Italy,EURO,34830,24066368,85,180603
2022-11-20,IT,Italy,EURO,32838,24099206,76,180679
2022-11-21,IT,Italy,EURO,25955,24125161,37,180716
2022-11-22,IT,Italy,EURO,12671,24137832,66,180782
2022-11-23,IT,Italy,EURO,50281,24188113,117,180899
2022-11-24,IT,Italy,EURO,35640,24223753,110,181009
2022-11-25,IT,Italy,EURO,36907,24260660,89,181098
2022-11-26,IT,Italy,EURO,34596,24295256,84,181182
2022-11-27,IT,Italy,EURO,32408,24327664,89,181271
2022-11-28,IT,Italy,EURO,23956,24351620,51,181322
2022-11-29,IT,Italy,EURO,12266,24363886,81,181403
2022-11-30,IT,Italy,EURO,50620,24414506,141,181544
2022-12-01,IT,Italy,EURO,36977,24451483,86,181630
2022-12-02,IT,Italy,EURO,36597,24488080,103,181733
2022-12-03,IT,Italy,EURO,33849,24521929,106,181839
2022-12-04,IT,Italy,EURO,33527,24555456,105,181944
2022-12-05,IT,Italy,EURO,25414,24580870,45,181989
2022-12-06,IT,Italy,EURO,12547,24593417,67,182056
2022-12-07,IT,Italy,EURO,49463,24642880,166,182222
2022-12-08,IT,Italy,EURO,35365,24678245,102,182324
2022-12-09,IT,Italy,EURO,31159,24709404,95,182419
2022-12-10,IT,Italy,EURO,11106,24720510,90,182509
2022-12-11,IT,Italy,EURO,33379,24753889,110,182619
2022-12-12,IT,Italy,EURO,23241,24777130,48,182667
2022-12-13,IT,Italy,EURO,11654,24788784,74,182741
2022-12-14,IT,Italy,EURO,42457,24831241,142,182883
2022-12-15,IT,Italy,EURO,27870,24859111,143,183026
2022-12-16,IT,Italy,EURO,24923,24884034,112,183138
2022-12-17,IT,Italy,EURO,23074,24907108,131,183269
2022-12-18,IT,Italy,EURO,20968,24928076,101,183370
2022-12-19,IT,Italy,EURO,16266,24944342,68,183438
2022-12-20,IT,Italy,EURO,8545,24952887,84,183522
2022-12-21,IT,Italy,EURO,28475,24981362,117,183639
2022-12-22,IT,Italy,EURO,20680,25002042,141,183780
2022-12-23,IT,Italy,EURO,19564,25021606,156,183936
2022-12-24,IT,Italy,EURO,19132,25040738,134,184070
2022-12-25,IT,Italy,EURO,19765,25060503,98,184168
2022-12-26,IT,Italy,EURO,15974,25076477,44,184212
2022-12-27,IT,Italy,EURO,4528,25081005,36,184248
2022-12-28,IT,Italy,EURO,8322,25089327,76,184324
2022-12-29,IT,Italy,EURO,29761,25119088,204,184528
2022-12-30,IT,Italy,EURO,24617,25143705,114,184642
2022-12-31,IT,Italy,EURO,24733,25168438,150,184792
