Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2023-01-01,IT,Italy,EURO,24393,25192831,126,184918
2023-01-02,IT,Italy,EURO,17240,25210071,54,184972
2023-01-03,IT,Italy,EURO,5430,25215501,86,185058
2023-01-04,IT,Italy,EURO,27102,25242603,140,185198
2023-01-05,IT,Italy,EURO,19205,25261808,97,185295
2023-01-06,IT,Italy,EURO,17874,25279682,122,185417
2023-01-07,IT,Italy,EURO,16494,25296176,71,185488
2023-01-08,IT,Italy,EURO,4967,25301143,44,185532
2023-01-09,IT,Italy,EURO,13425,25314568,53,185585
2023-01-10,IT,Italy,EURO,5620,25320188,65,185650
2023-01-11,IT,Italy,EURO,20616,25340804,150,185800
2023-01-12,IT,Italy,EURO,12120,25352924,89,185889
2023-01-13,IT,Italy,EURO,10818,25363742,104,185993
2023-01-14,IT,Italy,EURO,9082,25372824,86,186079
2023-01-15,IT,Italy,EURO,8064,25380888,79,186158
2023-01-16,IT,Italy,EURO,5814,25386702,29,186187
2023-01-17,IT,Italy,EURO,3038,25389740,74,186261
2023-01-18,IT,Italy,EURO,11219,25400959,78,186339
2023-01-19,IT,Italy,EURO,7618,25408577,73,186412
2023-01-20,IT,Italy,EURO,7053,25415630,76,186488
2023-01-21,IT,Italy,EURO,6703,25422333,54,186542
2023-01-22,IT,Italy,EURO,5745,25428078,59,186601
2023-01-23,IT,Italy,EURO,3720,25431798,16,186617
2023-01-24,IT,Italy,EURO,2499,25434297,44,186661
2023-01-25,IT,Italy,EURO,8061,25442358,73,186734
2023-01-26,IT,Italy,EURO,5900,25448258,54,186788
2023-01-27,IT,Italy,EURO,5531,25453789,45,186833
2023-01-28,IT,Italy,EURO,4974,25458763,38,186871
2023-01-29,IT,Italy,EURO,6037,25464800,33,186904
2023-01-30,IT,Italy,EURO,3443,25468243,25,186929
2023-01-31,IT,Italy,EURO,1827,25470070,33,186962
2023-02-01,IT,Italy,EURO,7297,25477367,115,187077
2023-02-02,IT,Italy,EURO,5243,25482610,147,187224
2023-02-03,IT,Italy,EURO,5556,25488166,48,187272
2023-02-04,IT,Italy,EURO,4675,25492841,57,187329
2023-02-05,IT,Italy,EURO,4710,25497551,30,187359
2023-02-06,IT,Italy,EURO,3487,25501038,18,187377
2023-02-07,IT,Italy,EURO,1800,25502838,32,187409
2023-02-08,IT,Italy,EURO,7120,25509958,64,187473
2023-02-09,IT,Italy,EURO,4706,25514664,40,187513
2023-02-10,IT,Italy,EURO,4403,25519067,38,187551
2023-02-11,IT,Italy,EURO,3961,25523028,45,187596
2023-02-12,IT,Italy,EURO,3809,25526837,22,187618
2023-02-13,IT,Italy,EURO,2835,25529672,12,187630
2023-02-14,IT,Italy,EURO,1579,25531251,26,187656
2023-02-15,IT,Italy,EURO,6733,25537984,66,187722
2023-02-16,IT,Italy,EURO,4833,25542817,63,187785
2023-02-17,IT,Italy,EURO,4597,25547414,65,187850
2023-02-18,IT,Italy,EURO,4374,25551788,48,187898
2023-02-19,IT,Italy,EURO,4195,25555983,29,187927
2023-02-20,IT,Italy,EURO,3077,25559060,18,187945
2023-02-21,IT,Italy,EURO,1613,25560673,19,187964
2023-02-22,IT,Italy,EURO,6798,25567471,56,188020
2023-02-23,IT,Italy,EURO,4661,25572132,34,188054
2023-02-24,IT,Italy,EURO,4720,25576852,40,188094
2023-02-25,IT,Italy,EURO,4414,25581266,49,188143
2023-02-26,IT,Italy,EURO,3894,25585160,31,188174
2023-02-27,IT,Italy,EURO,2839,25587999,13,188187
2023-02-28,IT,Italy,EURO,1494,25589493,31,188218
2023-03-01,IT,Italy,EURO,5892,25595385,44,188262
2023-03-02,IT,Italy,EURO,4628,25600013,32,188294
2023-03-03,IT,Italy,EURO,3497,25603510,28,188322
2023-03-04,IT,Italy,EURO,3521,25607031,51,188373
2023-03-05,IT,Italy,EURO,3262,25610293,23,188396
2023-03-06,IT,Italy,EURO,2316,25612609,9,188405
2023-03-07,IT,Italy,EURO,1419,25614028,25,188430
2023-03-08,IT,Italy,EURO,5684,25619712,45,188475
2023-03-09,IT,Italy,EURO,3932,25623644,27,188502
2023-03-10,IT,Italy,EURO,3829,25627473,36,188538
2023-03-11,IT,Italy,EURO,3597,25631070,32,188570
2023-03-12,IT,Italy,EURO,3372,25634442,24,188594
2023-03-13,IT,Italy,EURO,2511,25636953,27,188621
2023-03-14,IT,Italy,EURO,1378,25638331,37,188658
2023-03-15,IT,Italy,EURO,5470,25643801,38,188696
2023-03-16,IT,Italy,EURO,3921,25647722,28,188724
2023-03-17,IT,Italy,EURO,3483,25651205,26,188750
2023-03-18,IT,Italy,EURO,3285,25654490,24,188774
2023-03-19,IT,Italy,EURO,2993,25657483,21,188795
2023-03-20,IT,Italy,EURO,2163,25659646,7,188802
2023-03-21,IT,Italy,EURO,1178,25660824,21,188823
2023-03-22,IT,Italy,EURO,5182,25666006,46,188869
2023-03-23,IT,Italy,EURO,3859,25669865,30,188899
2023-03-24,IT,Italy,EURO,3577,25673442,34,188933
2023-03-25,IT,Italy,EURO,3347,25676789,22,188955
2023-03-26,IT,Italy,EURO,3359,25680148,19,188974
2023-03-27,IT,Italy,EURO,2068,25682216,9,188983
2023-03-28,IT,Italy,EURO,1229,25683445,16,188999
2023-03-29,IT,Italy,EURO,5015,25688460,38,189037
2023-03-30,IT,Italy,EURO,3595,25692055,23,189060
2023-03-31,IT,Italy,EURO,3256,25695311,29,189089
2023-04-01,IT,Italy,EURO,3002,25698313,42,189131
2023-04-02,IT,Italy,EURO,2834,25701147,24,189155
2023-04-03,IT,Italy,EURO,2136,25703283,12,189167
2023-04-04,IT,Italy,EURO,1219,25704502,15,189182
2023-04-05,IT,Italy,EURO,4710,25709212,39,189221
2023-04-06,IT,Italy,EURO,3295,25712507,30,189251
2023-04-07,IT,Italy,EURO,2877,25715384,11,189262
2023-04-08,IT,Italy,EURO,3000,25718384,19,189281
2023-04-09,IT,Italy,EURO,2670,25721054,22,189303
2023-04-10,IT,Italy,EURO,2194,25723248,6,189309
2023-04-11,IT,Italy,EURO,898,25724146,6,189315
2023-04-12,IT,Italy,EURO,1445,25725591,22,189337
2023-04-13,IT,Italy,EURO,6706,25732297,26,189363
2023-04-14,IT,Italy,EURO,4873,25737170,28,189391
2023-04-15,IT,Italy,EURO,4322,25741492,36,189427
2023-04-16,IT,Italy,EURO,4308,25745800,13,189440
2023-04-17,IT,Italy,EURO,2836,25748636,4,189444
2023-04-18,IT,Italy,EURO,1498,25750134,18,189462
2023-04-19,IT,Italy,EURO,6004,25756138,28,189490
2023-04-20,IT,Italy,EURO,4867,25761005,70,189560
2023-04-21,IT,Italy,EURO,4214,25765219,22,189582
2023-04-22,IT,Italy,EURO,3766,25768985,21,189603
2023-04-23,IT,Italy,EURO,3474,25772459,24,189627
2023-04-24,IT,Italy,EURO,2614,25775073,16,189643
2023-04-25,IT,Italy,EURO,1306,25776379,19,189662
2023-04-26,IT,Italy,EURO,4857,25781236,25,189687
2023-04-27,IT,Italy,EURO,1578,25782814,25,189712
2023-04-28,IT,Italy,EURO,5573,25788387,26,189738
2023-04-29,IT,Italy,EURO,3808,25792195,21,189759
2023-04-30,IT,Italy,EURO,3314,25795509,27,189786
2023-05-01,IT,Italy,EURO,2311,25797820,10,189796
2023-05-02,IT,Italy,EURO,1179,25798999,8,189804
2023-05-03,IT,Italy,EURO,1472,25800471,21,189825
2023-05-04,IT,Italy,EURO,5157,25805628,48,189873
2023-05-05,IT,Italy,EURO,3580,25809208,31,189904
2023-05-06,IT,Italy,EURO,3416,25812624,32,189936
2023-05-07,IT,Italy,EURO,2779,25815403,32,189968
2023-05-08,IT,Italy,EURO,1974,25817377,14,189982
2023-05-09,IT,Italy,EURO,1096,25818473,23,190005
2023-05-10,IT,Italy,EURO,4205,25822678,32,190037
2023-05-11,IT,Italy,EURO,2982,25825660,19,190056
2023-05-12,IT,Italy,EURO,2592,25828252,24,190080
2023-05-13,IT,Italy,EURO,2191,25830443,21,190101
2023-05-14,IT,Italy,EURO,2070,25832513,21,190122
2023-05-15,IT,Italy,EURO,1382,25833895,16,190138
2023-05-16,IT,Italy,EURO,705,25834600,19,190157
2023-05-17,IT,Italy,EURO,2965,25837565,35,190192
2023-05-18,IT,Italy,EURO,2754,25840319,32,190224
2023-05-19,IT,Italy,EURO,2276,25842595,18,190242
2023-05-20,IT,Italy,EURO,2060,25844655,34,190276
2023-05-21,IT,Italy,EURO,2021,25846676,10,190286
2023-05-22,IT,Italy,EURO,1515,25848191,8,190294
2023-05-23,IT,Italy,EURO,869,25849060,19,190313
2023-05-24,IT,Italy,EURO,3490,25852550,28,190341
2023-05-25,IT,Italy,EURO,2608,25855158,25,190366
2023-05-26,IT,Italy,EURO,2414,25857572,26,190392
2023-05-27,IT,Italy,EURO,2194,25859766,27,190419
2023-05-28,IT,Italy,EURO,2046,25861812,21,190440
2023-05-29,IT,Italy,EURO,1482,25863294,12,190452
2023-05-30,IT,Italy,EURO,800,25864094,6,190458
2023-05-31,IT,Italy,EURO,2858,25866952,24,190482
2023-06-01,IT,Italy,EURO,2058,25869010,17,190499
2023-06-02,IT,Italy,EURO,1823,25870833,18,190517
2023-06-03,IT,Italy,EURO,1332,25872165,24,190541
2023-06-04,IT,Italy,EURO,630,25872795,10,190551
2023-06-05,IT,Italy,EURO,1185,25873980,5,190556
2023-06-06,IT,Italy,EURO,732,25874712,9,190565
2023-06-07,IT,Italy,EURO,2399,25877111,23,190588
2023-06-08,IT,Italy,EURO,1496,25878607,8,190596
2023-06-09,IT,Italy,EURO,1377,25879984,29,190625
2023-06-10,IT,Italy,EURO,1178,25881162,17,190642
2023-06-11,IT,Italy,EURO,1134,25882296,13,190655
2023-06-12,IT,Italy,EURO,820,25883116,9,190664
2023-06-13,IT,Italy,EURO,455,25883571,4,190668
2023-06-14,IT,Italy,EURO,1728,25885299,11,190679
2023-06-15,IT,Italy,EURO,1152,25886451,14,190693
2023-06-16,IT,Italy,EURO,993,25887444,13,190706
2023-06-17,IT,Italy,EURO,913,25888357,15,190721
2023-06-18,IT,Italy,EURO,869,25889226,15,190736
2023-06-19,IT,Italy,EURO,587,25889813,8,190744
2023-06-20,IT,Italy,EURO,297,25890110,7,190751
2023-06-21,IT,Italy,EURO,1416,25891526,13,190764
2023-06-22,IT,Italy,EURO,816,25892342,12,190776
2023-06-23,IT,Italy,EURO,759,25893101,6,190782
2023-06-24,IT,Italy,EURO,731,25893832,21,190803
2023-06-25,IT,Italy,EURO,686,25894518,17,190820
2023-06-26,IT,Italy,EURO,528,25895046,6,190826
2023-06-27,IT,Italy,EURO,381,25895427,10,190836
2023-06-28,IT,Italy,EURO,1002,25896429,19,190855
2023-06-29,IT,Italy,EURO,689,25897118,9,190864
2023-06-30,IT,Italy,EURO,683,25897801,4,190868
2023-07-01,IT,Italy,EURO,585,25898386,9,190877
2023-07-02,IT,Italy,EURO,562,25898948,10,190887
2023-07-03,IT,Italy,EURO,391,25899339,1,190888
2023-07-04,IT,Italy,EURO,195,25899534,5,190893
2023-07-05,IT,Italy,EURO,810,25900344,7,190900
2023-07-06,IT,Italy,EURO,610,25900954,2,190902
2023-07-07,IT,Italy,EURO,575,25901529,4,190906
2023-07-08,IT,Italy,EURO,469,25901998,3,190909
2023-07-09,IT,Italy,EURO,486,25902484,7,190916
2023-07-10,IT,Italy,EURO,402,25902886,2,190918
2023-07-11,IT,Italy,EURO,198,25903084,1,190919
2023-07-12,IT,Italy,EURO,802,25903886,13,190932
2023-07-13,IT,Italy,EURO,514,25904400,2,190934
2023-07-14,IT,Italy,EURO,551,25904951,8,190942
2023-07-15,IT,Italy,EURO,508,25905459,13,190955
2023-07-16,IT,Italy,EURO,430,25905889,4,190959
2023-07-17,IT,Italy,EURO,317,25906206,2,190961
2023-07-18,IT,Italy,EURO,200,25906406,6,190967
2023-07-19,IT,Italy,EURO,842,25907248,12,190979
2023-07-20,IT,Italy,EURO,538,25907786,7,190986
2023-07-21,IT,Italy,EURO,567,25908353,1,190987
2023-07-22,IT,Italy,EURO,545,25908898,9,190996
2023-07-23,IT,Italy,EURO,563,25909461,6,191002
2023-07-24,IT,Italy,EURO,373,25909834,1,191003
2023-07-25,IT,Italy,EURO,231,25910065,1,191004
2023-07-26,IT,Italy,EURO,1010,25911075,4,191008
2023-07-27,IT,Italy,EURO,717,25911792,1,191009
2023-07-28,IT,Italy,EURO,689,25912481,3,191012
2023-07-29,IT,Italy,EURO,706,25913187,5,191017
2023-07-30,IT,Italy,EURO,655,25913842,2,191019
2023-07-31,IT,Italy,EURO,553,25914395,1,191020
2023-08-01,IT,Italy,EURO,276,25914671,2,191022
2023-08-02,IT,Italy,EURO,1395,25916066,9,191031
2023-08-03,IT,Italy,EURO,1095,25917161,13,191044
2023-08-04,IT,Italy,EURO,1092,25918253,9,191053
2023-08-05,IT,Italy,EURO,983,25919236,10,191063
2023-08-06,IT,Italy,EURO,958,25920194,5,191068
2023-08-07,IT,Italy,EURO,524,25920718,2,191070
2023-08-08,IT,Italy,EURO,421,25921139,11,191081
2023-08-09,IT,Italy,EURO,1269,25922408,23,191104
2023-08-10,IT,Italy,EURO,941,25923349,7,191111
2023-08-11,IT,Italy,EURO,959,25924308,7,191118
2023-08-12,IT,Italy,EURO,955,25925263,17,191135
2023-08-13,IT,Italy,EURO,1002,25926265,9,191144
2023-08-14,IT,Italy,EURO,689,25926954,3,191147
2023-08-15,IT,Italy,EURO,475,25927429,9,191156
2023-08-16,IT,Italy,EURO,1421,25928850,6,191162
2023-08-17,IT,Italy,EURO,388,25929238,5,191167
2023-08-18,IT,Italy,EURO,1694,25930932,8,191175
2023-08-19,IT,Italy,EURO,1433,25932365,5,191180
2023-08-20,IT,Italy,EURO,1591,25933956,2,191182
2023-08-21,IT,Italy,EURO,1256,25935212,4,191186
2023-08-22,IT,Italy,EURO,635,25935847,3,191189
2023-08-23,IT,Italy,EURO,2793,25938640,11,191200
2023-08-24,IT,Italy,EURO,2200,25940840,11,191211
2023-08-25,IT,Italy,EURO,1938,25942778,8,191219
2023-08-26,IT,Italy,EURO,2158,25944936,14,191233
2023-08-27,IT,Italy,EURO,1968,25946904,4,191237
2023-08-28,IT,Italy,EURO,1485,25948389,10,191247
2023-08-29,IT,Italy,EURO,867,25949256,6,191253
2023-08-30,IT,Italy,EURO,3744,25953000,13,191266
2023-08-31,IT,Italy,EURO,2703,25955703,10,191276
2023-09-01,IT,Italy,EURO,2847,25958550,16,191292
2023-09-02,IT,Italy,EURO,2709,25961259,16,191308
2023-09-03,IT,Italy,EURO,2758,25964017,10,191318
2023-09-04,IT,Italy,EURO,2124,25966141,6,191324
2023-09-05,IT,Italy,EURO,1203,25967344,13,191337
2023-09-06,IT,Italy,EURO,5546,25972890,12,191349
2023-09-07,IT,Italy,EURO,4122,25977012,21,191370
2023-09-08,IT,Italy,EURO,3974,25980986,21,191391
2023-09-09,IT,Italy,EURO,3926,25984912,10,191401
2023-09-10,IT,Italy,EURO,3835,25988747,6,191407
2023-09-11,IT,Italy,EURO,3066,25991813,8,191415
2023-09-12,IT,Italy,EURO,1548,25993361,14,191429
2023-09-13,IT,Italy,EURO,8510,26001871,18,191447
2023-09-14,IT,Italy,EURO,5918,26007789,22,191469
2023-09-15,IT,Italy,EURO,5574,26013363,14,191483
2023-09-16,IT,Italy,EURO,5083,26018446,20,191503
2023-09-17,IT,Italy,EURO,5028,26023474,13,191516
2023-09-18,IT,Italy,EURO,3625,26027099,5,191521
2023-09-19,IT,Italy,EURO,1758,26028857,18,191539
2023-09-20,IT,Italy,EURO,8707,26037564,27,191566
2023-09-21,IT,Italy,EURO,6306,26043870,20,191586
2023-09-22,IT,Italy,EURO,6078,26049948,32,191618
2023-09-23,IT,Italy,EURO,5633,26055581,20,191638
2023-09-24,IT,Italy,EURO,5417,26060998,12,191650
2023-09-25,IT,Italy,EURO,4473,26065471,6,191656
2023-09-26,IT,Italy,EURO,1875,26067346,8,191664
2023-09-27,IT,Italy,EURO,8834,26076180,20,191684
2023-09-28,IT,Italy,EURO,6465,26082645,31,191715
2023-09-29,IT,Italy,EURO,6656,26089301,17,191732
2023-09-30,IT,Italy,EURO,6594,26095895,26,191758
2023-10-01,IT,Italy,EURO,4905,26100800,22,191780
2023-10-02,IT,Italy,EURO,5304,26106104,11,191791
2023-10-03,IT,Italy,EURO,1971,26108075,22,191813
2023-10-04,IT,Italy,EURO,11363,26119438,25,191838
2023-10-05,IT,Italy,EURO,7354,26126792,14,191852
2023-10-06,IT,Italy,EURO,6965,26133757,28,191880
2023-10-07,IT,Italy,EURO,6575,26140332,26,191906
2023-10-08,IT,Italy,EURO,6116,26146448,28,191934
2023-10-09,IT,Italy,EURO,3977,26150425,6,191940
2023-10-10,IT,Italy,EURO,1793,26152218,20,191960
2023-10-11,IT,Italy,EURO,9320,26161538,28,191988
2023-10-12,IT,Italy,EURO,6874,26168412,25,192013
2023-10-13,IT,Italy,EURO,6208,26174620,26,192039
2023-10-14,IT,Italy,EURO,5148,26179768,36,192075
2023-10-15,IT,Italy,EURO,4851,26184619,23,192098
2023-10-16,IT,Italy,EURO,3153,26187772,15,192113
2023-10-17,IT,Italy,EURO,2324,26190096,28,192141
2023-10-18,IT,Italy,EURO,7577,26197673,44,192185
2023-10-19,IT,Italy,EURO,4580,26202253,25,192210
2023-10-20,IT,Italy,EURO,4286,26206539,44,192254
2023-10-21,IT,Italy,EURO,4049,26210588,29,192283
2023-10-22,IT,Italy,EURO,3964,26214552,29,192312
2023-10-23,IT,Italy,EURO,2638,26217190,14,192326
2023-10-24,IT,Italy,EURO,1342,26218532,24,192350
2023-10-25,IT,Italy,EURO,7075,26225607,24,192374
2023-10-26,IT,Italy,EURO,4570,26230177,32,192406
2023-10-27,IT,Italy,EURO,4444,26234621,30,192436
2023-10-28,IT,Italy,EURO,4188,26238809,26,192462
2023-10-29,IT,Italy,EURO,4183,26242992,17,192479
2023-10-30,IT,Italy,EURO,2646,26245638,6,192485
2023-10-31,IT,Italy,EURO,1368,26247006,19,192504
2023-11-01,IT,Italy,EURO,6445,26253451,31,192535
2023-11-02,IT,Italy,EURO,4097,26257548,19,192554
2023-11-03,IT,Italy,EURO,1359,26258907,40,192594
2023-11-04,IT,Italy,EURO,5387,26264294,26,192620
2023-11-05,IT,Italy,EURO,3980,26268274,26,192646
2023-11-06,IT,Italy,EURO,2706,26270980,6,192652
2023-11-07,IT,Italy,EURO,1357,26272337,6,192658
2023-11-08,IT,Italy,EURO,7311,26279648,32,192690
2023-11-09,IT,Italy,EURO,4755,26284403,27,192717
2023-11-10,IT,Italy,EURO,5128,26289531,23,192740
2023-11-11,IT,Italy,EURO,4304,26293835,32,192772
2023-11-12,IT,Italy,EURO,4477,26298312,22,192794
2023-11-13,IT,Italy,EURO,3092,26301404,21,192815
2023-11-14,IT,Italy,EURO,1585,26302989,25,192840
2023-11-15,IT,Italy,EURO,8952,26311941,45,192885
2023-11-16,IT,Italy,EURO,6776,26318717,24,192909
2023-11-17,IT,Italy,EURO,0,26318717,0,192909
2023-11-18,IT,Italy,EURO,0,26318717,0,192909
2023-11-19,IT,Italy,EURO,0,26318717,0,192909
2023-11-20,IT,Italy,EURO,0,26318717,0,192909
2023-11-21,IT,Italy,EURO,0,26318717,0,192909
2023-11-22,IT,Italy,EURO,0,26318717,0,192909
2023-11-23,IT,Italy,EURO,0,26318717,0,192909
2023-11-24,IT,Italy,EURO,0,26318717,0,192909
2023-11-25,IT,Italy,EURO,0,26318717,0,192909
2023-11-26,IT,Italy,EURO,0,26318717,0,192909
2023-11-27,IT,Italy,EURO,0,26318717,0,192909
2023-11-28,IT,Italy,EURO,0,26318717,0,192909
2023-11-29,IT,Italy,EURO,0,26318717,0,192909
2023-11-30,IT,Italy,EURO,0,26318717,0,192909
2023-12-01,IT,Italy,EURO,0,26318717,0,192909
2023-12-02,IT,Italy,EURO,0,26318717,0,192909
2023-12-03,IT,Italy,EURO,0,26318717,0,192909
2023-12-04,IT,Italy,EURO,0,26318717,0,192909
2023-12-05,IT,Italy,EURO,0,26318717,0,192909
2023-12-06,IT,Italy,EURO,0,26318717,0,192909
